1	19.507482
2	10.650501
3	6.584206
4	4.704225
5	3.779110
6	3.351668
7	3.056206
8	2.721809
9	2.406229
10	2.077318
11	1.815473
12	1.666096
13	1.540928
14	1.429996
15	1.347083
16	1.232466
17	1.157485
18	1.095353
19	1.044907
20	0.980058
21	0.934586
22	0.913644
23	0.908006
24	0.904199
25	0.901565
26	0.899246
27	0.896279
28	0.891426
29	0.883836
30	0.878006
31	0.876155
32	0.875454
33	0.874956
34	0.874719
35	0.874471
36	0.874199
37	0.873936
38	0.873639
39	0.873383
40	0.871436
41	0.871167
42	0.870931
43	0.870689
44	0.870433
45	0.870206
46	0.869961
47	0.869765
48	0.869576
49	0.869376
50	0.869201
51	0.868950
52	0.868749
53	0.868544
54	0.866627
55	0.866371
56	0.866153
57	0.865954
58	0.865699
59	0.865501
60	0.865221
61	0.864994
62	0.864718
63	0.864450
64	0.864206
65	0.863902
66	0.863675
67	0.863435
68	0.863258
69	0.863065
70	0.862841
71	0.860950
72	0.860750
73	0.860495
74	0.860307
75	0.860095
76	0.859864
77	0.859647
78	0.859426
79	0.857541
80	0.855648
81	0.853794
82	0.850937
83	0.849048
84	0.848849
85	0.848638
86	0.848434
87	0.846577
88	0.840434
89	0.840213
90	0.838342
91	0.836414
92	0.834505
93	0.830986
94	0.819309
95	0.810865
96	0.802462
97	0.787599
98	0.766284
99	0.716451
100	0.630575
101	0.576963
102	0.549800
103	0.544611
104	0.537834
105	0.535888
106	0.534640
107	0.533431
108	0.533199
109	0.532878
110	0.532620
111	0.532391
112	0.532118
113	0.531813
114	0.528622
115	0.527398
116	0.525130
117	0.522974
118	0.521754
119	0.518617
120	0.517333
121	0.516088
122	0.513845
123	0.508766
124	0.500850
125	0.486339
126	0.467203
127	0.425500
128	0.378280
129	0.355334
130	0.347426
131	0.347053
132	0.346747
133	0.344610
134	0.344340
135	0.344038
136	0.343850
137	0.343609
138	0.343360
139	0.343115
140	0.342858
141	0.342579
142	0.342262
143	0.342014
144	0.341774
145	0.341556
146	0.341255
147	0.341047
148	0.340788
149	0.340483
150	0.340215
151	0.339994
152	0.339807
153	0.339572
154	0.339385
155	0.339159
156	0.338954
157	0.338739
158	0.338513
159	0.338337
160	0.338126
161	0.337912
162	0.337700
163	0.337415
164	0.337145
165	0.336903
166	0.336645
167	0.336384
168	0.336096
169	0.335851
170	0.335588
171	0.335364
172	0.335103
173	0.334859
174	0.334628
175	0.334406
176	0.334131
177	0.333934
178	0.333673
179	0.333466
180	0.333240
181	0.332974
182	0.332786
183	0.332580
184	0.332293
185	0.332085
186	0.331832
187	0.331569
188	0.331314
189	0.331027
190	0.330715
191	0.330453
192	0.330209
193	0.329952
194	0.329739
195	0.329500
196	0.329273
197	0.329017
198	0.328774
199	0.328530
200	0.328289
201	0.328053
202	0.327861
203	0.327635
204	0.327402
205	0.327165
206	0.326886
207	0.326650
208	0.326427
209	0.326210
210	0.326023
211	0.325818
212	0.325615
213	0.325415
214	0.325169
215	0.324978
216	0.324778
217	0.324608
218	0.324406
219	0.324175
220	0.323901
221	0.323660
222	0.323432
223	0.323209
224	0.322956
225	0.322670
226	0.322397
227	0.322147
228	0.321882
229	0.321676
230	0.321482
231	0.321257
232	0.321043
233	0.320839
234	0.320601
235	0.320364
236	0.320162
237	0.319922
238	0.319696
239	0.319456
240	0.319230
241	0.319013
242	0.318793
243	0.318624
244	0.318361
245	0.318128
246	0.317782
247	0.317525
248	0.317283
249	0.317007
250	0.316758
251	0.316553
252	0.316268
253	0.316060
254	0.315815
255	0.315537
256	0.315210
257	0.314961
258	0.314679
259	0.314429
260	0.314222
261	0.314004
262	0.313727
263	0.313484
264	0.313247
265	0.312989
266	0.312777
267	0.312564
268	0.312351
269	0.312125
270	0.311905
271	0.311682
272	0.311451
273	0.311253
274	0.310974
275	0.310740
276	0.310521
277	0.310301
278	0.310058
279	0.309839
280	0.309589
281	0.309368
282	0.309104
283	0.308837
284	0.308568
285	0.308278
286	0.307981
287	0.307741
288	0.307391
289	0.307090
290	0.306833
291	0.306610
292	0.306401
293	0.306149
294	0.305905
295	0.305645
296	0.305359
297	0.305077
298	0.304839
299	0.304598
300	0.304297
301	0.304080
302	0.303808
303	0.303524
304	0.303269
305	0.302987
306	0.302723
307	0.302532
308	0.302242
309	0.302025
310	0.301785
311	0.301598
312	0.301365
313	0.301126
314	0.300929
315	0.300676
316	0.300438
317	0.300185
318	0.299968
319	0.299685
320	0.299422
321	0.299153
322	0.298980
323	0.298737
324	0.298509
325	0.298301
326	0.298090
327	0.297827
328	0.297539
329	0.297280
330	0.297069
331	0.296837
332	0.296613
333	0.296376
334	0.296141
335	0.295934
336	0.295695
337	0.295422
338	0.295209
339	0.294955
340	0.294726
341	0.294457
342	0.294213
343	0.293969
344	0.293757
345	0.293497
346	0.293260
347	0.293019
348	0.292752
349	0.292549
350	0.292338
351	0.292122
352	0.291879
353	0.291662
354	0.291360
355	0.291151
356	0.290913
357	0.290691
358	0.290486
359	0.290231
360	0.289981
361	0.289688
362	0.289423
363	0.289150
364	0.288869
365	0.288583
366	0.288371
367	0.288079
368	0.287878
369	0.287659
370	0.287412
371	0.287129
372	0.286893
373	0.286657
374	0.286411
375	0.286136
376	0.285857
377	0.285573
378	0.285292
379	0.285080
380	0.284861
381	0.284636
382	0.284401
383	0.284202
384	0.283947
385	0.283699
386	0.283489
387	0.283297
388	0.283025
389	0.282774
390	0.282496
391	0.282221
392	0.281959
393	0.281719
394	0.281455
395	0.281215
396	0.280981
397	0.280740
398	0.280471
399	0.280266
400	0.280042
401	0.279834
402	0.279675
403	0.279459
404	0.279261
405	0.279038
406	0.278798
407	0.278588
408	0.278270
409	0.278062
410	0.277756
411	0.277536
412	0.277294
413	0.277003
414	0.276779
415	0.276557
416	0.276314
417	0.276062
418	0.275867
419	0.275642
420	0.275434
421	0.275171
422	0.274982
423	0.274750
424	0.274494
425	0.274302
426	0.274085
427	0.273880
428	0.273672
429	0.273409
430	0.273232
431	0.272931
432	0.272660
433	0.272400
434	0.272113
435	0.271834
436	0.271540
437	0.271312
438	0.271098
439	0.270872
440	0.270649
441	0.270387
442	0.270200
443	0.270002
444	0.269776
445	0.269516
446	0.269317
447	0.269045
448	0.268794
449	0.268594
450	0.268321
451	0.268086
452	0.267841
453	0.267625
454	0.267423
455	0.267229
456	0.266977
457	0.266787
458	0.266560
459	0.266268
460	0.266060
461	0.265775
462	0.265613
463	0.265344
464	0.265151
465	0.264901
466	0.264674
467	0.264385
468	0.264175
469	0.263944
470	0.263689
471	0.263442
472	0.263182
473	0.262928
474	0.262689
475	0.262436
476	0.262174
477	0.261910
478	0.261653
479	0.261418
480	0.261190
481	0.260890
482	0.260656
483	0.260413
484	0.260160
485	0.259915
486	0.259687
487	0.259439
488	0.259166
489	0.258937
490	0.258778
491	0.258542
492	0.258295
493	0.258045
494	0.257794
495	0.257562
496	0.257361
497	0.257039
498	0.256802
499	0.256522
500	0.256281
501	0.256077
502	0.255889
503	0.255645
504	0.255404
505	0.255097
506	0.254874
507	0.254652
508	0.254451
509	0.254261
510	0.254060
511	0.253850
512	0.253626
513	0.253429
514	0.253227
515	0.253047
516	0.252765
517	0.252503
518	0.252247
519	0.252011
520	0.251736
521	0.251472
522	0.251255
523	0.251072
524	0.250826
525	0.250571
526	0.250295
527	0.250073
528	0.249861
529	0.249645
530	0.249378
531	0.249177
532	0.248932
533	0.248688
534	0.248401
535	0.248105
536	0.247860
537	0.247541
538	0.247261
539	0.246991
540	0.246779
541	0.246566
542	0.246358
543	0.246105
544	0.245867
545	0.245669
546	0.245455
547	0.245244
548	0.245033
549	0.244861
550	0.244649
551	0.244420
552	0.244187
553	0.243971
554	0.243730
555	0.243482
556	0.243252
557	0.242994
558	0.242768
559	0.242526
560	0.242319
561	0.242109
562	0.241909
563	0.241688
564	0.241421
565	0.241166
566	0.240898
567	0.240639
568	0.240339
569	0.240112
570	0.239883
571	0.239634
572	0.239420
573	0.239204
574	0.238972
575	0.238769
576	0.238557
577	0.238344
578	0.238082
579	0.237855
580	0.237634
581	0.237393
582	0.237174
583	0.236885
584	0.236690
585	0.236441
586	0.236167
587	0.235896
588	0.235614
589	0.235375
590	0.235125
591	0.234915
592	0.234679
593	0.234334
